565,569,25,25
569,575,25,25
554,580,25,25
567,580,25,25
570,576,25,25
561,578,25,25
555,588,25,25
540,585,25,25
521,588,25,25
515,588,25,25
524,598,25,25
543,646,25,25
519,695,125,0
540,742,125,0
595,743,125,0
568,647,125,0
567,617,25,25
552,608,25,25
474,562,25,25
523,583,25,25
485,565,25,25
501,570,25,25
521,564,25,25
500,549,25,25
481,587,25,25
516,604,25,25
535,611,25,25
540,611,25,25
547,633,25,25
558,643,25,25
553,651,25,25
560,629,25,25
554,629,25,25
537,620,25,25
520,616,25,25
517,594,25,25
490,607,25,25
476,629,25,25
483,629,25,25
502,610,25,25
509,599,25,25
522,562,25,25
504,562,25,25
514,575,25,25
498,598,25,25
514,611,25,25
537,593,25,25
632,571,25,25
750,572,0,125
805,603,0,125
816,640,0,125
799,619,0,125
782,622,0,125
602,624,25,25
539,589,25,25
556,618,25,25
544,657,125,0
554,650,25,25
589,653,125,0
549,597,25,25
535,627,25,25
447,594,25,25
489,654,125,0
595,643,25,25
814,671,0,125
819,615,0,125
822,619,0,125
820,598,0,125
848,656,0,125
858,627,0,125
844,650,0,125
832,662,0,125
678,666,0,125
505,600,25,25
533,586,25,25
533,613,25,25
511,617,25,25
493,591,25,25
511,600,25,25
522,626,25,25
537,639,25,25
566,651,125,0
590,618,25,25
603,654,125,0
576,646,25,25
847,678,0,125
833,625,0,125
828,601,0,125
819,597,0,125
770,507,0,125
513,622,25,25
509,616,25,25
493,599,25,25
502,579,25,25
448,586,25,25
447,581,25,25
454,558,25,25
463,546,25,25
437,550,25,25
452,585,25,25
494,615,25,25
497,617,25,25
469,621,25,25
489,622,25,25
470,618,25,25
463,606,25,25
454,575,25,25
461,575,25,25
481,503,25,25
467,502,25,25
459,515,25,25
418,559,25,25
480,583,25,25
534,601,25,25
532,608,25,25
495,622,25,25
455,650,25,25
470,685,125,0
499,705,125,0
499,682,125,0
508,584,25,25
496,570,25,25
464,566,25,25
492,566,25,25
471,562,25,25
445,570,25,25
434,585,25,25
419,577,25,25
445,540,25,25
451,541,25,25
461,562,25,25
467,581,25,25
474,583,25,25
488,572,25,25
489,563,25,25
486,577,25,25
470,593,25,25
455,598,25,25
500,597,25,25
510,610,25,25
513,607,25,25
508,587,25,25
489,571,25,25
499,558,25,25
508,570,25,25
489,562,25,25
493,554,25,25
494,571,25,25
461,575,25,25
462,569,25,25
463,571,25,25
493,589,25,25
511,585,25,25
526,583,25,25
494,581,25,25
528,587,25,25
524,569,25,25
530,565,25,25
538,618,25,25
535,624,25,25
516,600,25,25
496,584,25,25
479,596,25,25
471,619,25,25
486,598,25,25
484,579,25,25
478,565,25,25
489,563,25,25
498,573,25,25
504,568,25,25
511,588,25,25
505,582,25,25
522,588,25,25
514,590,25,25
525,591,25,25
494,594,25,25
510,568,25,25
494,566,25,25
498,604,25,25
495,613,25,25
493,618,25,25
483,611,25,25
484,613,25,25
482,594,25,25
495,609,25,25
491,579,25,25
509,576,25,25
522,547,25,25
491,574,25,25
475,587,25,25
466,586,25,25
472,570,25,25
494,571,25,25
494,549,25,25
490,531,25,25
471,559,25,25
461,564,25,25
471,575,25,25
465,588,25,25
478,590,25,25
502,577,25,25
526,586,25,25
522,603,25,25
518,581,25,25
484,593,25,25
466,597,25,25
490,581,25,25
474,582,25,25
472,573,25,25
480,584,25,25
478,591,25,25
508,602,25,25
507,595,25,25
525,501,25,25
516,630,25,25
543,630,25,25
537,621,25,25
518,624,25,25
514,617,25,25
526,609,25,25
549,610,25,25
563,596,25,25
588,593,25,25
621,577,25,25
618,591,25,25
615,607,25,25
630,620,25,25
626,620,25,25
637,610,25,25
663,604,25,25
667,604,25,25
686,593,25,25
694,603,25,25
710,591,0,125
708,608,0,125
627,637,25,25
541,626,25,25
540,646,25,25
543,660,125,0
547,615,25,25
537,623,25,25
474,560,25,25
516,596,25,25
507,581,25,25
454,543,25,25
435,535,25,25
439,559,25,25
470,572,25,25
510,584,25,25
513,576,25,25
506,574,25,25
507,578,25,25
505,597,25,25
523,611,25,25
532,619,25,25
532,606,25,25
528,609,25,25
508,607,25,25
496,592,25,25
484,593,25,25
503,601,25,25
515,604,25,25
528,601,25,25
495,607,25,25
463,605,25,25
473,587,25,25
473,575,25,25
469,562,25,25
455,562,25,25
430,573,25,25
431,570,25,25
448,568,25,25
473,554,25,25
476,551,25,25
496,565,25,25
480,589,25,25
447,601,25,25
439,612,25,25
402,604,25,25
405,608,25,25
466,624,25,25
461,616,25,25
512,587,25,25
508,605,25,25
487,597,25,25
510,586,25,25
498,586,25,25
483,595,25,25
463,568,25,25
482,561,25,25
505,557,25,25
505,572,25,25
477,577,25,25
473,611,25,25
476,600,25,25
501,593,25,25
509,589,25,25
555,634,25,25
567,640,25,25
553,661,125,0
541,632,25,25
549,647,25,25
517,616,25,25
535,617,25,25
522,599,25,25
536,610,25,25
541,630,25,25
524,622,25,25
527,624,25,25
530,603,25,25
513,594,25,25
542,588,25,25
543,565,25,25
521,589,25,25
511,571,25,25
530,597,25,25
524,603,25,25
522,580,25,25
536,592,25,25
544,613,25,25
547,626,25,25
565,646,25,25
541,685,125,0
571,712,125,0
498,714,125,0
547,646,125,0
557,649,25,25
561,630,25,25
545,616,25,25
559,644,25,25
541,635,25,25
515,625,25,25
530,634,25,25
517,631,25,25
541,619,25,25
526,608,25,25
527,592,25,25
527,573,25,25
508,557,25,25
499,555,25,25
519,555,25,25
536,567,25,25
495,595,25,25
501,597,25,25
493,590,25,25
505,572,25,25
495,559,25,25
492,552,25,25
488,563,25,25
497,581,25,25
485,581,25,25
480,577,25,25
510,562,25,25
496,554,25,25
496,535,25,25
479,595,25,25
461,589,25,25
438,579,25,25
474,575,25,25
489,582,25,25
468,590,25,25
472,589,25,25
465,576,25,25
463,565,25,25
476,545,25,25
462,538,25,25
459,555,25,25
464,567,25,25
473,566,25,25
494,565,25,25
500,558,25,25
487,565,25,25
500,575,25,25
507,566,25,25
558,587,25,25
516,598,25,25
475,638,25,25
445,641,25,25
468,616,25,25
488,625,25,25
524,649,25,25
534,670,125,0
576,710,125,0
583,706,125,0
540,667,125,0
506,597,25,25
456,556,25,25
485,587,25,25
480,591,25,25
476,601,25,25
486,591,25,25
499,625,25,25
467,601,25,25
516,607,25,25
521,596,25,25
454,565,25,25
489,587,25,25
484,577,25,25
484,589,25,25
436,548,25,25
421,517,25,25
406,543,25,25
389,537,25,25
458,561,25,25
458,594,25,25
447,623,25,25
451,660,125,0
457,693,125,0
482,725,125,0
481,555,25,25
455,581,25,25
494,593,25,25
506,593,25,25
508,618,25,25
511,614,25,25
499,604,25,25
510,606,25,25
505,632,25,25
516,700,125,0
514,781,125,0
532,818,125,0
481,781,125,0
541,704,125,0
572,633,25,25
474,571,25,25
469,617,25,25
488,637,25,25
497,598,25,25
537,605,25,25
560,650,25,25
531,662,125,0
567,703,125,0
587,727,125,0
542,652,125,0
549,623,25,25
506,622,25,25
522,648,25,25
506,634,25,25
511,617,25,25
539,598,25,25
548,580,25,25
534,609,25,25
509,621,25,25
523,673,125,0
514,848,125,0
504,862,125,0
537,831,125,0
524,747,125,0
508,693,125,0
520,658,125,0
501,620,25,25
463,596,25,25
473,610,25,25
464,591,25,25
471,565,25,25
484,560,25,25
487,540,25,25
488,501,25,25
505,545,25,25
500,592,25,25
481,662,25,25
473,869,125,0
440,588,25,25
518,584,25,25
501,589,25,25
498,590,25,25
496,596,25,25
525,591,25,25
509,584,25,25
508,617,25,25
484,624,25,25
562,880,125,0
534,875,125,0
563,846,125,0
520,752,125,0
520,645,125,0
514,598,25,25
513,599,25,25
494,615,25,25
533,585,25,25
468,569,25,25
524,812,125,0
495,678,125,0
495,620,25,25
460,581,25,25
521,629,25,25
458,606,25,25
485,594,25,25
477,594,25,25
491,585,25,25
483,577,25,25
510,560,25,25
495,568,25,25
477,573,25,25
461,575,25,25
462,574,25,25
431,581,25,25
496,601,25,25
522,652,25,25
555,680,125,0
523,711,125,0
545,687,125,0
523,550,25,25
530,574,25,25
466,582,25,25
520,599,25,25
491,595,25,25
503,605,25,25
503,615,25,25
497,600,25,25
496,581,25,25
499,585,25,25
487,595,25,25
476,605,25,25
457,620,25,25
482,604,25,25
489,589,25,25
466,577,25,25
481,594,25,25
489,610,25,25
509,619,25,25
526,615,25,25
513,639,25,25
487,653,125,0
455,550,25,25
515,581,25,25
503,569,25,25
489,561,25,25
509,576,25,25
512,546,25,25
520,544,25,25
529,556,25,25
527,554,25,25
